week_start,sales,series_id,week_end,promo_type
2023-08-28,108.0122592774763,Product_010,2023-09-03,Normal
2023-09-04,95.75739633095466,Product_010,2023-09-10,Normal
2023-09-11,103.6739820284136,Product_010,2023-09-17,Normal
2023-09-18,92.05141387196092,Product_010,2023-09-24,Normal
2023-09-25,105.88589419318797,Product_010,2023-10-01,Normal
2023-10-02,101.3238755378344,Product_010,2023-10-08,Normal
2023-10-09,106.44953793248622,Product_010,2023-10-15,Normal
2023-10-16,101.5876443893423,Product_010,2023-10-22,Normal
2023-10-23,99.85411841591926,Product_010,2023-10-29,Normal
2023-10-30,104.7752002903222,Product_010,2023-11-05,Normal
2023-11-06,104.6085231895104,Product_010,2023-11-12,Normal
2023-11-13,103.01279194743108,Product_010,2023-11-19,Normal
2023-11-20,429.45296989877454,Product_010,2023-11-26,Black Friday
2023-11-27,469.3717715549271,Product_010,2023-12-03,Normal
2023-12-04,108.53098736302177,Product_010,2023-12-10,Normal
2023-12-11,125.41328104629464,Product_010,2023-12-17,Normal
2023-12-18,115.49077916715432,Product_010,2023-12-24,Normal
2023-12-25,122.81674250750956,Product_010,2023-12-31,Normal
2024-01-01,123.08197314177852,Product_010,2024-01-07,Normal
2024-01-08,123.79359548712262,Product_010,2024-01-14,Normal
2024-01-15,135.2378629958647,Product_010,2024-01-21,Normal
2024-01-22,137.3109415428783,Product_010,2024-01-28,Normal
2024-01-29,133.52607130137545,Product_010,2024-02-04,Normal
2024-02-05,141.38796434912635,Product_010,2024-02-11,Normal
2024-02-12,148.33374888947108,Product_010,2024-02-18,Normal
2024-02-19,147.38587333878948,Product_010,2024-02-25,Normal
2024-02-26,151.06495571996666,Product_010,2024-03-03,Normal
2024-03-04,155.92876914406116,Product_010,2024-03-10,Normal
2024-03-11,152.61348802529213,Product_010,2024-03-17,Normal
2024-03-18,153.87133759617493,Product_010,2024-03-24,Normal
2024-03-25,165.17455071561287,Product_010,2024-03-31,Normal
2024-04-01,163.23983389463257,Product_010,2024-04-07,Normal
2024-04-08,158.4352685822567,Product_010,2024-04-14,Normal
2024-04-15,166.0865731053333,Product_010,2024-04-21,Normal
2024-04-22,159.0664419678469,Product_010,2024-04-28,Normal
2024-04-29,155.40640125593407,Product_010,2024-05-05,BOGO
2024-05-06,336.9734805783894,Product_010,2024-05-12,BOGO
2024-05-13,154.71572154461364,Product_010,2024-05-19,Normal
2024-05-20,154.1599648342301,Product_010,2024-05-26,Normal
2024-05-27,145.40071019258744,Product_010,2024-06-02,Memorial Day
2024-06-03,144.63538827560004,Product_010,2024-06-09,Normal
2024-06-10,144.22176694916297,Product_010,2024-06-16,Normal
2024-06-17,141.1534029102898,Product_010,2024-06-23,Normal
2024-06-24,139.4225918030884,Product_010,2024-06-30,Normal
2024-07-01,134.06141913500775,Product_010,2024-07-07,Normal
2024-07-08,138.52756134829332,Product_010,2024-07-14,Normal
2024-07-15,133.74650640248947,Product_010,2024-07-21,Normal
2024-07-22,129.68746722828504,Product_010,2024-07-28,Normal
2024-07-29,133.18392354437404,Product_010,2024-08-04,Normal
2024-08-05,123.41701966363648,Product_010,2024-08-11,Disc_50
2024-08-12,127.7925655330126,Product_010,2024-08-18,Disc_50
2024-08-19,720.4023836781289,Product_010,2024-08-25,Normal
2024-08-26,118.53798567065816,Product_010,2024-09-01,Normal
2024-09-02,123.63337071236164,Product_010,2024-09-08,Normal
2024-09-09,125.74241708770552,Product_010,2024-09-15,Normal
2024-09-16,116.9572906842841,Product_010,2024-09-22,Normal
2024-09-23,115.21984002775936,Product_010,2024-09-29,Normal
2024-09-30,121.31690261622694,Product_010,2024-10-06,Normal
2024-10-07,122.87860076027464,Product_010,2024-10-13,Normal
2024-10-14,122.59246987444251,Product_010,2024-10-20,Normal
2024-10-21,116.56789718616147,Product_010,2024-10-27,Normal
2024-10-28,123.53660323779503,Product_010,2024-11-03,Normal
2024-11-04,128.02247427284613,Product_010,2024-11-10,Normal
2024-11-11,136.0546186599135,Product_010,2024-11-17,Normal
2024-11-18,542.1657093576694,Product_010,2024-11-24,Normal
2024-11-25,523.4883240885401,Product_010,2024-12-01,Black Friday
2024-12-02,140.33828086058696,Product_010,2024-12-08,Normal
2024-12-09,128.51301361793682,Product_010,2024-12-15,Normal
2024-12-16,142.67475133714973,Product_010,2024-12-22,Normal
2024-12-23,139.05561112612568,Product_010,2024-12-29,Normal
2024-12-30,151.838567717549,Product_010,2025-01-05,Normal
2023-01-02,115.4027128007922,Product_011,2023-01-08,Normal
2023-01-09,118.6856992256138,Product_011,2023-01-15,Normal
2023-01-16,124.76746730484574,Product_011,2023-01-22,Normal
2023-01-23,124.08287436499891,Product_011,2023-01-29,Normal
2023-01-30,129.1595082819357,Product_011,2023-02-05,Normal
2023-02-06,132.64883185723303,Product_011,2023-02-12,Normal
2023-02-13,139.8539000366694,Product_011,2023-02-19,Normal
2023-02-20,134.26900439536436,Product_011,2023-02-26,Normal
2023-02-27,137.92347398445065,Product_011,2023-03-05,Normal
2023-03-06,141.7805234483056,Product_011,2023-03-12,Normal
2023-03-13,149.04127612942267,Product_011,2023-03-19,Normal
2023-03-20,138.477640698011,Product_011,2023-03-26,Normal
2023-03-27,139.8729103126256,Product_011,2023-04-02,Normal
2023-04-03,143.662836327071,Product_011,2023-04-09,Normal
2023-04-10,136.89896117546425,Product_011,2023-04-16,Normal
2023-04-17,148.3768641589065,Product_011,2023-04-23,Normal
2023-04-24,140.88070654921734,Product_011,2023-04-30,Normal
2023-05-01,147.19242597034324,Product_011,2023-05-07,Normal
2023-05-08,154.35022752101364,Product_011,2023-05-14,Normal
2023-05-15,141.85423003141844,Product_011,2023-05-21,BOGO
2023-05-22,290.0344290236176,Product_011,2023-05-28,BOGO
2023-05-29,139.66759252427434,Product_011,2023-06-04,Memorial Day
2023-06-05,133.90257497976205,Product_011,2023-06-11,Normal
2023-06-12,129.6676696184894,Product_011,2023-06-18,Normal
2023-06-19,131.59660277136229,Product_011,2023-06-25,Normal
2023-06-26,130.3759163077336,Product_011,2023-07-02,Normal
2023-07-03,128.40232902797396,Product_011,2023-07-09,Normal
2023-07-10,125.38953562109488,Product_011,2023-07-16,Normal
2023-07-17,120.57776563886814,Product_011,2023-07-23,Normal
2023-07-24,119.00788036641598,Product_011,2023-07-30,Normal
2023-07-31,5.718126185268899,Product_011,2023-08-06,Normal
2023-08-07,108.99165861547507,Product_011,2023-08-13,Normal
2023-08-14,113.71572038619134,Product_011,2023-08-20,Normal
2023-08-21,118.69789972128304,Product_011,2023-08-27,Normal
2023-08-28,105.85322955402664,Product_011,2023-09-03,Normal
2023-09-04,107.0537317184592,Product_011,2023-09-10,Normal
2023-09-11,108.55354721187364,Product_011,2023-09-17,Normal
2023-09-18,105.28302525430776,Product_011,2023-09-24,Normal
2023-09-25,100.50868081029556,Product_011,2023-10-01,Normal
2023-10-02,102.51937168719024,Product_011,2023-10-08,Normal
2023-10-09,109.717338211874,Product_011,2023-10-15,Normal
2023-10-16,104.00302102807412,Product_011,2023-10-22,Normal
2023-10-23,109.23134947964788,Product_011,2023-10-29,Normal
2023-10-30,113.33036431244317,Product_011,2023-11-05,Normal
2023-11-06,106.25270443468496,Product_011,2023-11-12,Normal
2023-11-13,114.309784115256,Product_011,2023-11-19,Normal
2023-11-20,458.9632998113872,Product_011,2023-11-26,Black Friday
2023-11-27,505.41517599492875,Product_011,2023-12-03,Normal
2023-12-04,124.33675781100564,Product_011,2023-12-10,Normal
2023-12-11,120.58596276144536,Product_011,2023-12-17,Normal
2023-12-18,126.559019041334,Product_011,2023-12-24,Normal
2023-12-25,134.7302861718765,Product_011,2023-12-31,Normal
2024-01-01,130.1622726055758,Product_011,2024-01-07,Normal
2024-01-08,133.9494170663609,Product_011,2024-01-14,Normal
2024-01-15,141.23425301436387,Product_011,2024-01-21,Normal
2024-01-22,142.73635826045768,Product_011,2024-01-28,Normal
2024-01-29,154.5973336265162,Product_011,2024-02-04,Normal
2024-02-05,146.98782194570737,Product_011,2024-02-11,Normal
2024-02-12,156.05876592228682,Product_011,2024-02-18,Normal
2024-02-19,155.7135837264943,Product_011,2024-02-25,Normal
2024-02-26,162.8784207560948,Product_011,2024-03-03,Normal
2024-03-04,153.5080042621634,Product_011,2024-03-10,Normal
2024-03-11,154.07385090787528,Product_011,2024-03-17,Normal
2024-03-18,156.30379929522965,Product_011,2024-03-24,Normal
2024-03-25,169.87404484743936,Product_011,2024-03-31,Normal
2024-04-01,167.00024245891328,Product_011,2024-04-07,Normal
2024-04-08,165.43583138608494,Product_011,2024-04-14,Normal
2024-04-15,161.4866822071811,Product_011,2024-04-21,Normal
2024-04-22,161.03625172136077,Product_011,2024-04-28,Normal
2024-04-29,158.88925024076858,Product_011,2024-05-05,BOGO
2024-05-06,355.33912273051976,Product_011,2024-05-12,BOGO
2024-05-13,163.58732543673943,Product_011,2024-05-19,Normal
2024-05-20,156.2970612154447,Product_011,2024-05-26,Normal
2024-05-27,144.39260277881408,Product_011,2024-06-02,Memorial Day
2024-06-03,147.34310410966862,Product_011,2024-06-09,Normal
2024-06-10,154.25420123046428,Product_011,2024-06-16,Normal
2024-06-17,152.00278471912827,Product_011,2024-06-23,Normal
2024-06-24,147.05797617383078,Product_011,2024-06-30,Normal
2024-07-01,144.98834681596674,Product_011,2024-07-07,Normal
2024-07-08,143.77989439475795,Product_011,2024-07-14,Normal
2024-07-15,144.70933955391507,Product_011,2024-07-21,Normal
2024-07-22,128.69984908678634,Product_011,2024-07-28,Normal
2024-07-29,133.4180498594933,Product_011,2024-08-04,Normal
2024-08-05,125.71633399518171,Product_011,2024-08-11,Disc_50
2024-08-12,121.62044053682328,Product_011,2024-08-18,Disc_50
2024-08-19,724.9730243801393,Product_011,2024-08-25,Normal
2024-08-26,119.9693272497136,Product_011,2024-09-01,Normal
2024-09-02,117.28957574449107,Product_011,2024-09-08,Normal
2024-09-09,113.9056062171362,Product_011,2024-09-15,Normal
2024-09-16,121.73055168143142,Product_011,2024-09-22,Normal
2024-09-23,116.6198567619234,Product_011,2024-09-29,Normal
2024-09-30,122.32392941764762,Product_011,2024-10-06,Normal
2024-10-07,125.80000582909176,Product_011,2024-10-13,Normal
2024-10-14,122.98348155672817,Product_011,2024-10-20,Normal
2024-10-21,121.0096979855868,Product_011,2024-10-27,Normal
2024-10-28,131.294892837316,Product_011,2024-11-03,Normal
2024-11-04,128.59997474736645,Product_011,2024-11-10,Normal
2024-11-11,128.87881301555038,Product_011,2024-11-17,Normal
2024-11-18,517.1463022077818,Product_011,2024-11-24,Normal
2024-11-25,556.2850932418496,Product_011,2024-12-01,Black Friday
2024-12-02,140.71891517392766,Product_011,2024-12-08,Normal
2024-12-09,144.10921413496257,Product_011,2024-12-15,Normal
2024-12-16,140.2734393582365,Product_011,2024-12-22,Normal
2024-12-23,143.58962415378937,Product_011,2024-12-29,Normal
2024-12-30,153.49863927261458,Product_011,2025-01-05,Normal
2023-01-02,110.30328093838332,Product_012,2023-01-08,Normal
2023-01-09,114.255873133994,Product_012,2023-01-15,Normal
2023-01-16,109.02085335060288,Product_012,2023-01-22,Normal
2023-01-23,114.02487243878358,Product_012,2023-01-29,Normal
2023-01-30,122.41777876905232,Product_012,2023-02-05,Normal
2023-02-06,120.45579304701036,Product_012,2023-02-12,Normal
2023-02-13,123.91938425840432,Product_012,2023-02-19,Normal
2023-02-20,128.56128956449422,Product_012,2023-02-26,Normal
2023-02-27,131.0160725659478,Product_012,2023-03-05,Normal
2023-03-06,130.47138753307138,Product_012,2023-03-12,Normal
2023-03-13,135.73481138197783,Product_012,2023-03-19,Normal
2023-03-20,137.68843106394738,Product_012,2023-03-26,Normal
2023-03-27,132.14904240203546,Product_012,2023-04-02,Normal
2023-04-03,140.57748734373325,Product_012,2023-04-09,Normal
2023-04-10,133.6492323205332,Product_012,2023-04-16,Normal
2023-04-17,143.47965534502237,Product_012,2023-04-23,Normal
2023-04-24,143.85681814333816,Product_012,2023-04-30,Normal
2023-05-01,134.7783599030937,Product_012,2023-05-07,Normal
2023-05-08,141.2844437478661,Product_012,2023-05-14,Normal
2023-05-15,133.42306370676715,Product_012,2023-05-21,BOGO
2023-05-22,275.30546689259575,Product_012,2023-05-28,BOGO
2023-05-29,135.1275513060342,Product_012,2023-06-04,Memorial Day
2023-06-05,128.7747382826139,Product_012,2023-06-11,Normal
2023-06-12,128.0589981257006,Product_012,2023-06-18,Normal
2023-06-19,115.06687618391736,Product_012,2023-06-25,Normal
2023-06-26,120.21098675389614,Product_012,2023-07-02,Normal
2023-07-03,118.9521864778142,Product_012,2023-07-09,Normal
2023-07-10,121.375350397477,Product_012,2023-07-16,Normal
2023-07-17,112.37566145498806,Product_012,2023-07-23,Normal
2023-07-24,114.60683939852596,Product_012,2023-07-30,Normal
2023-07-31,5.512477505322755,Product_012,2023-08-06,Normal
2023-08-07,106.3268897501244,Product_012,2023-08-13,Normal
2023-08-14,103.41570248493228,Product_012,2023-08-20,Normal
2023-08-21,102.75636823143294,Product_012,2023-08-27,Normal
2023-08-28,100.97256020335011,Product_012,2023-09-03,Normal
2023-09-04,100.10094438272696,Product_012,2023-09-10,Normal
2023-09-11,97.9575070203601,Product_012,2023-09-17,Normal
2023-09-18,100.31920534655126,Product_012,2023-09-24,Normal
2023-09-25,93.940385092208,Product_012,2023-10-01,Normal
2023-10-02,85.87130737222019,Product_012,2023-10-08,Normal
2023-10-09,98.64883834360045,Product_012,2023-10-15,Normal
2023-10-16,99.11892077124564,Product_012,2023-10-22,Normal
2023-10-23,106.27915634692346,Product_012,2023-10-29,Normal
2023-10-30,104.18291252959014,Product_012,2023-11-05,Normal
2023-11-06,105.8686445780502,Product_012,2023-11-12,Normal
2023-11-13,109.96048773215148,Product_012,2023-11-19,Normal
2023-11-20,447.0711873677832,Product_012,2023-11-26,Black Friday
2023-11-27,453.07202270830993,Product_012,2023-12-03,Normal
2023-12-04,108.61086186386528,Product_012,2023-12-10,Normal
2023-12-11,120.62180787136997,Product_012,2023-12-17,Normal
2023-12-18,120.84569042123056,Product_012,2023-12-24,Normal
2023-12-25,126.2394859020274,Product_012,2023-12-31,Normal
2024-01-01,131.24153138245137,Product_012,2024-01-07,Normal
2024-01-08,139.34468230103872,Product_012,2024-01-14,Normal
2024-01-15,135.9623744443558,Product_012,2024-01-21,Normal
2024-01-22,138.22031629338613,Product_012,2024-01-28,Normal
2024-01-29,141.13709117129227,Product_012,2024-02-04,Normal
2024-02-05,142.2837993301441,Product_012,2024-02-11,Normal
2024-02-12,146.2954710521879,Product_012,2024-02-18,Normal
2024-02-19,148.86927553927552,Product_012,2024-02-25,Normal
2024-02-26,156.63357391106834,Product_012,2024-03-03,Normal
2024-03-04,152.12682314637394,Product_012,2024-03-10,Normal
2024-03-11,159.16773435998346,Product_012,2024-03-17,Normal
2024-03-18,153.98397600251533,Product_012,2024-03-24,Normal
2024-03-25,158.5712463965978,Product_012,2024-03-31,Normal
2024-04-01,160.30580582530783,Product_012,2024-04-07,Normal
2024-04-08,155.95520890091953,Product_012,2024-04-14,Normal
2024-04-15,160.7499953974633,Product_012,2024-04-21,Normal
2024-04-22,162.86442685967486,Product_012,2024-04-28,Normal
2024-04-29,160.81060313619906,Product_012,2024-05-05,BOGO
2024-05-06,328.33925959924255,Product_012,2024-05-12,BOGO
2024-05-13,157.10241590890274,Product_012,2024-05-19,Normal
2024-05-20,148.12153545534355,Product_012,2024-05-26,Normal
2024-05-27,150.13217983772708,Product_012,2024-06-02,Memorial Day
2024-06-03,145.9221106118869,Product_012,2024-06-09,Normal
2024-06-10,146.8057697119694,Product_012,2024-06-16,Normal
2024-06-17,142.8176155875246,Product_012,2024-06-23,Normal
2024-06-24,148.093409092294,Product_012,2024-06-30,Normal
2024-07-01,143.9701231818634,Product_012,2024-07-07,Normal
2024-07-08,145.15747062349618,Product_012,2024-07-14,Normal
2024-07-15,136.18842390418408,Product_012,2024-07-21,Normal
2024-07-22,127.56238205776395,Product_012,2024-07-28,Normal
2024-07-29,133.04312588443707,Product_012,2024-08-04,Normal
2024-08-05,129.935814427593,Product_012,2024-08-11,Disc_50
2024-08-12,119.96339606215967,Product_012,2024-08-18,Disc_50
2024-08-19,731.4761395408676,Product_012,2024-08-25,Normal
2024-08-26,123.95015648864349,Product_012,2024-09-01,Normal
2024-09-02,121.19605383532348,Product_012,2024-09-08,Normal
2024-09-09,122.0928653514895,Product_012,2024-09-15,Normal
2024-09-16,116.14827811079728,Product_012,2024-09-22,Normal
2024-09-23,119.21501575134565,Product_012,2024-09-29,Normal
2024-09-30,118.72498637601603,Product_012,2024-10-06,Normal
2024-10-07,124.98108467331424,Product_012,2024-10-13,Normal
2024-10-14,127.75293011843142,Product_012,2024-10-20,Normal
2024-10-21,122.56683295631572,Product_012,2024-10-27,Normal
2024-10-28,129.64810429868805,Product_012,2024-11-03,Normal
2024-11-04,125.5938011059831,Product_012,2024-11-10,Normal
2024-11-11,125.6627476006486,Product_012,2024-11-17,Normal
2024-11-18,504.80915283030595,Product_012,2024-11-24,Normal
2024-11-25,519.2892729381628,Product_012,2024-12-01,Black Friday
2024-12-02,141.18381077731027,Product_012,2024-12-08,Normal
2024-12-09,144.31757461891092,Product_012,2024-12-15,Normal
2024-12-16,147.9780840742585,Product_012,2024-12-22,Normal
2024-12-23,142.60326606146776,Product_012,2024-12-29,Normal
2024-12-30,158.34836358763323,Product_012,2025-01-05,Normal
2023-01-02,98.19899016016552,Product_013,2023-01-08,Normal
2023-01-09,101.6146462586695,Product_013,2023-01-15,Normal
2023-01-16,102.2344923538478,Product_013,2023-01-22,Normal
2023-01-23,113.5640880778978,Product_013,2023-01-29,Normal
2023-01-30,119.19429766322398,Product_013,2023-02-05,Normal
2023-02-06,114.2259475356391,Product_013,2023-02-12,Normal
2023-02-13,120.21668967888913,Product_013,2023-02-19,Normal
2023-02-20,124.62779090678828,Product_013,2023-02-26,Normal
2023-02-27,118.98246998756076,Product_013,2023-03-05,Normal
2023-03-06,129.77501835010855,Product_013,2023-03-12,Normal
2023-03-13,123.6701855301838,Product_013,2023-03-19,Normal
2023-03-20,128.06785641604142,Product_013,2023-03-26,Normal
2023-03-27,136.91805125486297,Product_013,2023-04-02,Normal
2023-04-03,137.65140859536692,Product_013,2023-04-09,Normal
2023-04-10,131.39483856367067,Product_013,2023-04-16,Normal
2023-04-17,129.1851043623713,Product_013,2023-04-23,Normal
2023-04-24,125.8297314194426,Product_013,2023-04-30,Normal
2023-05-01,134.85150477962102,Product_013,2023-05-07,Normal
2023-05-08,130.30736479036173,Product_013,2023-05-14,Normal
2023-05-15,128.22332844879048,Product_013,2023-05-21,BOGO
2023-05-22,246.98838589228765,Product_013,2023-05-28,BOGO
2023-05-29,128.1031207517071,Product_013,2023-06-04,Memorial Day
2023-06-05,119.2076145963363,Product_013,2023-06-11,Normal
2023-06-12,110.98912962810697,Product_013,2023-06-18,Normal
2023-06-19,112.5617175414739,Product_013,2023-06-25,Normal
2023-06-26,112.19392119292723,Product_013,2023-07-02,Normal
2023-07-03,109.9812095541144,Product_013,2023-07-09,Normal
2023-07-10,106.32012720345392,Product_013,2023-07-16,Normal
2023-07-17,106.55630227764608,Product_013,2023-07-23,Normal
2023-07-24,102.6360489741582,Product_013,2023-07-30,Normal
2023-07-31,4.945353667004653,Product_013,2023-08-06,Normal
2023-08-07,95.33969220917014,Product_013,2023-08-13,Normal
2023-08-14,96.4828959691057,Product_013,2023-08-20,Normal
2023-08-21,95.41613724695698,Product_013,2023-08-27,Normal
2023-08-28,96.63231653620824,Product_013,2023-09-03,Normal
2023-09-04,94.78177242586897,Product_013,2023-09-10,Normal
2023-09-11,96.28123171846318,Product_013,2023-09-17,Normal
2023-09-18,98.1635959128233,Product_013,2023-09-24,Normal
2023-09-25,88.96775911525418,Product_013,2023-10-01,Normal
2023-10-02,85.5034479854344,Product_013,2023-10-08,Normal
2023-10-09,89.74841475376846,Product_013,2023-10-15,Normal
2023-10-16,92.60946297509142,Product_013,2023-10-22,Normal
2023-10-23,93.72665456176384,Product_013,2023-10-29,Normal
2023-10-30,102.6052005491306,Product_013,2023-11-05,Normal
2023-11-06,102.14801644027304,Product_013,2023-11-12,Normal
2023-11-13,103.17964452818391,Product_013,2023-11-19,Normal
2023-11-20,410.592516226873,Product_013,2023-11-26,Black Friday
2023-11-27,421.5957790203385,Product_013,2023-12-03,Normal
2023-12-04,107.14428827626004,Product_013,2023-12-10,Normal
2023-12-11,109.9790704059324,Product_013,2023-12-17,Normal
2023-12-18,115.814465285086,Product_013,2023-12-24,Normal
2023-12-25,123.1400416998237,Product_013,2023-12-31,Normal
2024-01-01,131.2524191439023,Product_013,2024-01-07,Normal
2024-01-08,126.56899408961787,Product_013,2024-01-14,Normal
2024-01-15,131.98918641824582,Product_013,2024-01-21,Normal
2024-01-22,134.53899665192029,Product_013,2024-01-28,Normal
2024-01-29,142.70746752396528,Product_013,2024-02-04,Normal
2024-02-05,143.2638640606716,Product_013,2024-02-11,Normal
2024-02-12,139.98235837274603,Product_013,2024-02-18,Normal
2024-02-19,144.23805747200083,Product_013,2024-02-25,Normal
2024-02-26,144.91810665133318,Product_013,2024-03-03,Normal
2024-03-04,152.26205989057067,Product_013,2024-03-10,Normal
2024-03-11,157.24759894617165,Product_013,2024-03-17,Normal
2024-03-18,155.21607081100393,Product_013,2024-03-24,Normal
2024-03-25,157.14513480402246,Product_013,2024-03-31,Normal
2024-04-01,158.61103380948458,Product_013,2024-04-07,Normal
2024-04-08,154.17545390844452,Product_013,2024-04-14,Normal
2024-04-15,151.11598473463127,Product_013,2024-04-21,Normal
2024-04-22,153.25651788959638,Product_013,2024-04-28,Normal
2024-04-29,158.2920548704246,Product_013,2024-05-05,BOGO
2024-05-06,329.9933958326782,Product_013,2024-05-12,BOGO
2024-05-13,153.96101986404867,Product_013,2024-05-19,Normal
2024-05-20,140.56621136591554,Product_013,2024-05-26,Normal
2024-05-27,150.04062408816796,Product_013,2024-06-02,Memorial Day
2024-06-03,146.34006368918685,Product_013,2024-06-09,Normal
2024-06-10,151.9708915608366,Product_013,2024-06-16,Normal
2024-06-17,141.12866697565798,Product_013,2024-06-23,Normal
2024-06-24,142.13707070052664,Product_013,2024-06-30,Normal
2024-07-01,136.58071832205664,Product_013,2024-07-07,Normal
2024-07-08,132.35870607793925,Product_013,2024-07-14,Normal
2024-07-15,135.315391027495,Product_013,2024-07-21,Normal
2024-07-22,130.95818159944767,Product_013,2024-07-28,Normal
2024-07-29,134.27945725249322,Product_013,2024-08-04,Normal
2024-08-05,123.57242298660046,Product_013,2024-08-11,Disc_50
2024-08-12,125.62451082513248,Product_013,2024-08-18,Disc_50
2024-08-19,728.5178997546508,Product_013,2024-08-25,Normal
2024-08-26,123.87323329995463,Product_013,2024-09-01,Normal
2024-09-02,125.92439335710914,Product_013,2024-09-08,Normal
2024-09-09,115.1816142938098,Product_013,2024-09-15,Normal
2024-09-16,114.80008919675016,Product_013,2024-09-22,Normal
2024-09-23,118.5317288769652,Product_013,2024-09-29,Normal
2024-09-30,117.40230015772616,Product_013,2024-10-06,Normal
2024-10-07,114.8286138940952,Product_013,2024-10-13,Normal
2024-10-14,125.78431900610252,Product_013,2024-10-20,Normal
2024-10-21,126.28619053739354,Product_013,2024-10-27,Normal
2024-10-28,125.13778087943692,Product_013,2024-11-03,Normal
2024-11-04,122.966136673689,Product_013,2024-11-10,Normal
2024-11-11,130.40026065724516,Product_013,2024-11-17,Normal
2024-11-18,518.6751434246237,Product_013,2024-11-24,Normal
2024-11-25,551.3273358187331,Product_013,2024-12-01,Black Friday
2024-12-02,134.69553314319592,Product_013,2024-12-08,Normal
2024-12-09,133.9202732762545,Product_013,2024-12-15,Normal
2024-12-16,143.82350469849322,Product_013,2024-12-22,Normal
2024-12-23,154.01778119750264,Product_013,2024-12-29,Normal
2024-12-30,156.29087100879838,Product_013,2025-01-05,Normal
2023-01-02,109.2624670929424,Product_014,2023-01-08,Normal
2023-01-09,98.6598252902456,Product_014,2023-01-15,Normal
2023-01-16,108.8110191129001,Product_014,2023-01-22,Normal
2023-01-23,111.53394362516892,Product_014,2023-01-29,Normal
2023-01-30,119.36096922191736,Product_014,2023-02-05,Normal
2023-02-06,114.46699913941868,Product_014,2023-02-12,Normal
2023-02-13,119.97168343401918,Product_014,2023-02-19,Normal
2023-02-20,122.66321878044214,Product_014,2023-02-26,Normal
2023-02-27,126.99843120695547,Product_014,2023-03-05,Normal
2023-03-06,129.8872430515324,Product_014,2023-03-12,Normal
2023-03-13,136.64340251417968,Product_014,2023-03-19,Normal
2023-03-20,130.1222340956328,Product_014,2023-03-26,Normal
2023-03-27,139.9299664287815,Product_014,2023-04-02,Normal
2023-04-03,129.60100023631222,Product_014,2023-04-09,Normal
2023-04-10,131.78520289998715,Product_014,2023-04-16,Normal
2023-04-17,135.77621727204962,Product_014,2023-04-23,Normal
2023-04-24,133.68260783666315,Product_014,2023-04-30,Normal
2023-05-01,130.32364133482488,Product_014,2023-05-07,Normal
2023-05-08,132.5610808678026,Product_014,2023-05-14,Normal
2023-05-15,128.55856593444076,Product_014,2023-05-21,BOGO
2023-05-22,249.7520383783605,Product_014,2023-05-28,BOGO
2023-05-29,133.29078783650206,Product_014,2023-06-04,Memorial Day
2023-06-05,123.68226925917529,Product_014,2023-06-11,Normal
2023-06-12,121.85716699046353,Product_014,2023-06-18,Normal
2023-06-19,118.43875342362104,Product_014,2023-06-25,Normal
2023-06-26,114.30761145920056,Product_014,2023-07-02,Normal
2023-07-03,120.24718824774357,Product_014,2023-07-09,Normal
2023-07-10,103.141186185026,Product_014,2023-07-16,Normal
2023-07-17,108.34581720982978,Product_014,2023-07-23,Normal
2023-07-24,108.29895297632306,Product_014,2023-07-30,Normal
2023-07-31,5.354752522893504,Product_014,2023-08-06,Normal
2023-08-07,110.32577552269538,Product_014,2023-08-13,Normal
2023-08-14,102.94791909329678,Product_014,2023-08-20,Normal
2023-08-21,105.32906124394928,Product_014,2023-08-27,Normal
2023-08-28,99.78988896077612,Product_014,2023-09-03,Normal
2023-09-04,105.37050378748395,Product_014,2023-09-10,Normal
2023-09-11,101.33935735460494,Product_014,2023-09-17,Normal
2023-09-18,97.7753442524174,Product_014,2023-09-24,Normal
2023-09-25,100.21476927271938,Product_014,2023-10-01,Normal
2023-10-02,89.86845022149976,Product_014,2023-10-08,Normal
2023-10-09,90.621211010163,Product_014,2023-10-15,Normal
2023-10-16,87.42443070451237,Product_014,2023-10-22,Normal
2023-10-23,94.9408818751637,Product_014,2023-10-29,Normal
2023-10-30,101.22222018171524,Product_014,2023-11-05,Normal
2023-11-06,107.05162099212788,Product_014,2023-11-12,Normal
2023-11-13,108.44289653325067,Product_014,2023-11-19,Normal
2023-11-20,438.3025142497102,Product_014,2023-11-26,Black Friday
2023-11-27,484.0397179551581,Product_014,2023-12-03,Normal
2023-12-04,115.53406119090393,Product_014,2023-12-10,Normal
2023-12-11,121.37251674778676,Product_014,2023-12-17,Normal
2023-12-18,118.78915616236864,Product_014,2023-12-24,Normal
2023-12-25,120.56662369833232,Product_014,2023-12-31,Normal
2024-01-01,123.92946623871316,Product_014,2024-01-07,Normal
2024-01-08,129.32495590268826,Product_014,2024-01-14,Normal
2024-01-15,133.1381781184186,Product_014,2024-01-21,Normal
2024-01-22,134.26837272739544,Product_014,2024-01-28,Normal
2024-01-29,139.55213439813232,Product_014,2024-02-04,Normal
2024-02-05,141.51461815162406,Product_014,2024-02-11,Normal
2024-02-12,145.16188155737476,Product_014,2024-02-18,Normal
2024-02-19,145.1176790170829,Product_014,2024-02-25,Normal
2024-02-26,153.55462025944357,Product_014,2024-03-03,Normal
2024-03-04,153.0309522633284,Product_014,2024-03-10,Normal
2024-03-11,150.3565768367508,Product_014,2024-03-17,Normal
